Best parameters set found on development set:
-0.21732 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 55, 'p': 2, 'weights': 'uniform'}
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21853 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 47, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 47, 'p': 1, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 47, 'p': 1, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 47, 'p': 1, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 47, 'p': 1, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 47, 'p': 1, 'weights': 'uniform'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21854 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 59, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21860 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 67, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21870 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21870 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21870 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21870 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21871 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 57, 'p': 2, 'weights': 'distance'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21877 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21878 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21879 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21879 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21879 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21879 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21879 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21879 (+/-0.003) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 45, 'p': 2, 'weights': 'uniform'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
-0.21881 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 65, 'p': 1, 'weights': 'distance'} probability 0.000
